timestamp,solexs_flux,helios_flux,flare_class,state
2026-08-01 00:00:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:01:00+00:00,1e-10,1.7051526262501971e-06,-,0
2026-08-01 00:02:00+00:00,4.5918112412615017e-07,2.039128473935969e-07,-,0
2026-08-01 00:03:00+00:00,1e-10,1.1072078878264927e-06,-,0
2026-08-01 00:04:00+00:00,1.238385871495886e-07,1e-10,-,0
2026-08-01 00:05:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:06:00+00:00,6.97256583338766e-07,1.1206581781674229e-06,-,0
2026-08-01 00:07:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:08:00+00:00,5.363206179472511e-07,1e-10,-,0
2026-08-01 00:09:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:10:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:11:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:12:00+00:00,1.3553653492429493e-06,1e-10,-,0
2026-08-01 00:13:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:14:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:15:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:16:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:17:00+00:00,2.102576006238475e-06,1e-10,-,0
2026-08-01 00:18:00+00:00,4.607226245331741e-07,6.827573440145352e-07,-,0
2026-08-01 00:19:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:20:00+00:00,1e-10,1.2767636522885823e-07,-,0
2026-08-01 00:21:00+00:00,1.7753991815805264e-06,2.3015318020432023e-07,-,0
2026-08-01 00:22:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:23:00+00:00,1e-10,1.090856654153367e-06,-,0
2026-08-01 00:24:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:25:00+00:00,8.060719453459554e-07,1e-10,-,0
2026-08-01 00:26:00+00:00,1e-10,1.2389873007890868e-06,-,0
2026-08-01 00:27:00+00:00,9.961330581407736e-07,1.5783034983241e-07,-,0
2026-08-01 00:28:00+00:00,1.208540451797875e-06,1e-10,-,0
2026-08-01 00:29:00+00:00,7.108241735590517e-07,1e-10,-,0
2026-08-01 00:30:00+00:00,1e-10,1.7843362498229165e-06,-,0
2026-08-01 00:31:00+00:00,1e-10,9.807894939618702e-08,-,0
2026-08-01 00:32:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:33:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:34:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:35:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:36:00+00:00,5.604306526520812e-07,1e-10,-,0
2026-08-01 00:37:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:38:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:39:00+00:00,1e-10,2.2136869197895102e-07,-,0
2026-08-01 00:40:00+00:00,1.9082600352341855e-06,4.2134019689910854e-07,-,0
2026-08-01 00:41:00+00:00,6.41854519659012e-07,1e-10,-,0
2026-08-01 00:42:00+00:00,1e-10,1.230548257449694e-07,-,0
2026-08-01 00:43:00+00:00,1.4620139436258102e-06,1e-10,-,0
2026-08-01 00:44:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:45:00+00:00,2.5541466856212013e-06,2.3643348826777155e-07,-,0
2026-08-01 00:46:00+00:00,3.2629378750234725e-07,1e-10,-,0
2026-08-01 00:47:00+00:00,6.612508832803295e-07,1.6637727872927915e-06,-,0
2026-08-01 00:48:00+00:00,9.655045245233393e-07,1e-10,-,0
2026-08-01 00:49:00+00:00,1.6810642541783636e-06,1e-10,-,0
2026-08-01 00:50:00+00:00,1e-10,4.804845198644138e-09,-,0
2026-08-01 00:51:00+00:00,1.5842852557477514e-06,1e-10,-,0
2026-08-01 00:52:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:53:00+00:00,1e-10,1e-10,-,0
2026-08-01 00:54:00+00:00,4.6864344236286226e-08,1.6534443141076716e-06,-,0
2026-08-01 00:55:00+00:00,1.0529107389415753e-06,1e-10,-,0
2026-08-01 00:56:00+00:00,1e-10,1.2146025460430938e-06,-,0
2026-08-01 00:57:00+00:00,1.857924042549165e-06,8.060027242101651e-07,-,0
2026-08-01 00:58:00+00:00,1.5003958097636246e-06,2.648549606202862e-06,-,0
2026-08-01 00:59:00+00:00,7.68955450386337e-08,5.117388123757588e-07,-,0
2026-08-01 01:00:00+00:00,1e-10,8.957002914817413e-08,-,0
2026-08-01 01:01:00+00:00,1.1456878623060767e-06,1.0558009821422476e-07,-,0
2026-08-01 01:02:00+00:00,1e-10,3.161978192124968e-07,-,0
2026-08-01 01:03:00+00:00,8.574577606954607e-07,1e-10,-,0
2026-08-01 01:04:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:05:00+00:00,1.4219314342005888e-06,5.203313809199867e-07,-,0
2026-08-01 01:06:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:07:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:08:00+00:00,5.170430736523788e-07,1e-10,-,0
2026-08-01 01:09:00+00:00,6.992621856571846e-07,1.8444376021446647e-06,-,0
2026-08-01 01:10:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:11:00+00:00,1e-10,8.633669384400509e-07,-,0
2026-08-01 01:12:00+00:00,1.0874624963018504e-06,1e-10,-,0
2026-08-01 01:13:00+00:00,1.1500117355097212e-06,9.978377103852367e-07,-,0
2026-08-01 01:14:00+00:00,1e-10,4.536690135867519e-07,-,0
2026-08-01 01:15:00+00:00,1e-10,2.2295337783766903e-06,-,0
2026-08-01 01:16:00+00:00,1e-10,1.4753007326156276e-06,-,0
2026-08-01 01:17:00+00:00,3.1728716675867406e-07,8.267613906000904e-07,-,0
2026-08-01 01:18:00+00:00,9.339409488201255e-07,1e-10,-,0
2026-08-01 01:19:00+00:00,2.0321645142283263e-07,1e-10,-,0
2026-08-01 01:20:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:21:00+00:00,2.012415407381972e-06,2.5739420570857767e-08,-,0
2026-08-01 01:22:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:23:00+00:00,1.0023067879585275e-06,7.93361016260199e-07,-,0
2026-08-01 01:24:00+00:00,2.7655299085995636e-07,9.130506346111735e-08,-,0
2026-08-01 01:25:00+00:00,5.505357614539844e-07,2.1875156109264464e-09,-,0
2026-08-01 01:26:00+00:00,1e-10,1.7059162537505161e-06,-,0
2026-08-01 01:27:00+00:00,1e-10,1.2116218745185822e-07,-,0
2026-08-01 01:28:00+00:00,3.6096470060687473e-07,1e-10,-,0
2026-08-01 01:29:00+00:00,1e-10,1.1490983438911415e-06,-,0
2026-08-01 01:30:00+00:00,1e-10,2.387022909839079e-07,-,0
2026-08-01 01:31:00+00:00,1.932644134983018e-06,1e-10,-,0
2026-08-01 01:32:00+00:00,7.523840673539538e-07,1e-10,-,0
2026-08-01 01:33:00+00:00,7.18059196703468e-08,1.412972893082968e-06,-,0
2026-08-01 01:34:00+00:00,1.4313510460199772e-07,1.893269627750991e-06,-,0
2026-08-01 01:35:00+00:00,1.8993993101922678e-06,1e-10,-,0
2026-08-01 01:36:00+00:00,1e-10,3.365918705689747e-07,-,0
2026-08-01 01:37:00+00:00,1e-10,4.955958913294675e-07,-,0
2026-08-01 01:38:00+00:00,9.74009794328958e-07,1e-10,-,0
2026-08-01 01:39:00+00:00,5.463898169672273e-07,1e-10,-,0
2026-08-01 01:40:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:41:00+00:00,1.2406710796894059e-06,1e-10,-,0
2026-08-01 01:42:00+00:00,3.606856503652055e-07,2.5326867352859102e-06,-,0
2026-08-01 01:43:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:44:00+00:00,5.790394840014439e-07,2.1001825057440255e-06,-,0
2026-08-01 01:45:00+00:00,4.0972481091154686e-07,1.9886056417418966e-06,-,0
2026-08-01 01:46:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:47:00+00:00,4.602825107134972e-07,5.79814040870212e-07,-,0
2026-08-01 01:48:00+00:00,7.277640758044318e-07,1e-10,-,0
2026-08-01 01:49:00+00:00,1.0479689229963804e-06,1e-10,-,0
2026-08-01 01:50:00+00:00,1.5081271779745576e-07,2.3227245776238335e-07,-,0
2026-08-01 01:51:00+00:00,1e-10,1e-10,-,0
2026-08-01 01:52:00+00:00,2.988668789070577e-07,5.334504047417989e-07,-,0
2026-08-01 01:53:00+00:00,1.351282147193064e-06,5.145573050286066e-08,-,0
2026-08-01 01:54:00+00:00,7.357663559053585e-07,1e-10,-,0
2026-08-01 01:55:00+00:00,1e-10,7.978319829498194e-07,-,0
2026-08-01 01:56:00+00:00,9.5830125912835e-08,8.266601525695919e-07,-,0
2026-08-01 01:57:00+00:00,1.8785287493122393e-06,1.2590763218721391e-06,-,0
2026-08-01 01:58:00+00:00,8.661994369101629e-07,1e-10,-,0
2026-08-01 01:59:00+00:00,2.0018312143087942e-07,1.153767875565043e-06,-,0
2026-08-01 02:00:00+00:00,1.2933156776312676e-06,2.42515937940545e-06,-,0
2026-08-01 02:01:00+00:00,1e-10,3.7986843291297444e-08,-,0
2026-08-01 02:02:00+00:00,3.9843288730508675e-07,1.3756006279141492e-07,-,0
2026-08-01 02:03:00+00:00,2.112265779990608e-06,7.630532556251016e-07,-,0
2026-08-01 02:04:00+00:00,7.594557781387104e-07,1e-10,-,0
2026-08-01 02:05:00+00:00,1.8306840519577397e-06,1e-10,-,0
2026-08-01 02:06:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:07:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:08:00+00:00,1.3145220678277375e-06,1.3041805305989177e-07,-,0
2026-08-01 02:09:00+00:00,1e-10,3.0343610572656583e-07,-,0
2026-08-01 02:10:00+00:00,2.337686272272968e-07,1e-10,-,0
2026-08-01 02:11:00+00:00,1.1739535285864525e-06,1.2914736532797202e-06,-,0
2026-08-01 02:12:00+00:00,6.545499908213126e-07,3.7792742180123304e-07,-,0
2026-08-01 02:13:00+00:00,1e-10,7.097289976783038e-08,-,0
2026-08-01 02:14:00+00:00,1e-10,5.527111455525481e-07,-,0
2026-08-01 02:15:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:16:00+00:00,5.575046745674313e-07,1e-10,-,0
2026-08-01 02:17:00+00:00,6.059093723480469e-07,1e-10,-,0
2026-08-01 02:18:00+00:00,2.574420484618278e-08,1e-10,-,0
2026-08-01 02:19:00+00:00,8.45651480191032e-07,1e-10,-,0
2026-08-01 02:20:00+00:00,5.173288219142288e-07,1.9317339962981845e-06,-,0
2026-08-01 02:21:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:22:00+00:00,6.325162242242174e-07,1e-10,-,0
2026-08-01 02:23:00+00:00,1e-10,6.349046571125711e-07,-,0
2026-08-01 02:24:00+00:00,7.370024717988184e-07,1e-10,-,0
2026-08-01 02:25:00+00:00,1e-10,4.932952658338695e-07,-,0
2026-08-01 02:26:00+00:00,5.734855356497893e-07,7.431757480698296e-07,-,0
2026-08-01 02:27:00+00:00,5.519573716947126e-07,1e-10,-,0
2026-08-01 02:28:00+00:00,1e-10,4.681142082430152e-07,-,0
2026-08-01 02:29:00+00:00,7.344113446224899e-07,1e-10,-,0
2026-08-01 02:30:00+00:00,1.7401032440673302e-06,1e-10,-,0
2026-08-01 02:31:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:32:00+00:00,1.0914790850881468e-06,1e-10,-,0
2026-08-01 02:33:00+00:00,1.2354781731243654e-06,1e-10,-,0
2026-08-01 02:34:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:35:00+00:00,9.247637479251674e-07,7.542643115916516e-07,-,0
